,rid,pid,GNIS_NA,HUC6,STATE,OBSPRED,TAILWAT,ELEV,CANOPY,SLOPE,PRECIP,CUMDRAI,Y_COORD,NLCD11P,BFI,temp,S30_204,S32_208,RepetID,Yrange,size,F_BFI_H,barrier,length,numSpE,rchChng,NativNt,pNat,pComm,prsGlcE,prsGlcL,pisc,nClnzSp,FHMN,LNDC,CRCH,PKF,SDSH,LNSU,WSU,EB,CMSH,STR,JDT,BRSB,SMB,GSUN,CARP,YP,LL,PTMN,RB,LMB,MWF,NRBDC,LKCH,BRMN,IOWA,BLBH,NP,WSMN,PLMN,SCAT,SHRH,NPDC,WHCR,RKB,GSH,FHCH,SGR,WE,RCSU,PUMP,CCAT,RMCOT,PLSU,WS_PLMN,GE,ONC,SPSH,SPDC,MTSU,RMCT,RSSH,COLCOT,EMSH,HYBOG,BMSH,BHSU,FMSU,FMxWSU,DRUM,SMBUF,BMBUF,ODT,BLCR,FSDC,HHCH,GDF,BG,RDSH,GAM,GZS,TGT,YLBH,STCH,GILA,LING,QBK,SPK,LSCH,WCT,RTCH,SSTRG,LWF,WBS,SFCH,PSTRG,BSU,CIS,PF,GR,SMMN,BHxWSU,KOK,LT,snapdst,PU,rGlac,rPeri,rPela,rMont,GearMiss,ratio,snapdist,upDist,afvArea,locID,netID,netgeom,prosper,YrangeCat,pGlac,pNotGlac,pGlacRel,pNotGlacRel,pIntroduced,Turnover,geometry,FragCat,TempCat,
101,3339,101,Blacks Fork,1.404,Wyoming,230635,0,1851.13,1.83,0.00158286,204.42,8315.27,1264223,0.306618,61,19.27,20.38,21.23,58,15,9.42582822,0.32309912,0,36.541,10,-2,-2,0.4,0.5,0.5,0.333333333,0,3,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018429792,GREEN,0.5,0.5,NA,NA,M,0.682183121,0,198667.3511,0.248976648,101,9,SNETWORK (9 3339 198667.351127705 0.682183121048006 101 101),0.713000001,S,0.5,0.333333333,NA,0.4,0.6,0.615384615,c(-1125513.60369331, 2129147.81881789),Smaller (<62 km),Cool
102,3356,102,Blacks Fork,1.404,Wyoming,231790,0,1859.13,0,1e-05,205.12,8074.83,1268940,0.29836,59,19.49,20.61,21.46,57,15,9.337857881,0.32009748,1,143.39,11,-2,-2,0.6,0.727272727,0.999,0.333333333,0,1,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02110945,GREEN,0.999,0.333333333,NA,NA,M,0.796325935,0,214353.2461,0.248976648,102,9,SNETWORK (9 3356 214353.246091549 0.796325934717855 102 102),0.717151517,S,1,0.333333333,NA,0.6,0.833333333,0.333333333,c(-1128801.16418913, 2134664.90517377),Large (>62 km),Cool
103,3362,103,Blacks Fork,1.404,Wyoming,232878,0,1868.36,1.24,0.00093784,206.16,7752.06,1273748,0.304746,57,19.73,20.85,21.71,59,71,9.222838336,0.3161263,1,143.39,3,3,0,0.333333333,0.333333333,0.5,0.001,0,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006667719,GREEN,0.666666667,0.5,NA,0.001,M,0.22672164,0,224546.8261,0.248976648,103,9,SNETWORK (9 3362 224546.826146454 0.226721639638009 103 103),0.726199994,XL,0.5,0,NA,0.333333333,NA,0.875,c(-1129932.28354288, 2139883.03260346),Large (>62 km),Cool
104,3375,104,Blacks Fork,1.404,Wyoming,235092,0,1881.92,0,0.00121999,208.18,7616.93,1283328,0.27441,58,19.24,20.35,21.19,84,15,9.172321178,0.31427698,1,143.39,11,-3,0,0.999,0.636363636,0.999,0.999,0,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.019786161,GREEN,0.999,0.999,NA,NA,M,0.261547237,0,243675.5342,0.248976648,104,9,SNETWORK (9 3375 243675.534159398 0.26154723711167 104 104),0.710163638,S,1,1,NA,1,0.428571429,0.416666667,c(-1133482.2376857, 2150562.80739578),Large (>62 km),Cool
105,3379,105,Blacks Fork,1.404,Wyoming,234977,0,1894.12,0,0.00079879,210.06,7171.47,1283165,0.220323,58,18.9,20.01,20.84,86,15,9.026987414,0.31004915,1,143.39,10,-6,-1,0.333333333,0.2,0.001,0.999,0,2,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.003206217,GREEN,0.001,0.999,NA,NA,M,0.286239146,0,263460.4232,0.248976648,105,9,SNETWORK (9 3379 263460.423206674 0.286239146454315 105 105),0.705090907,S,0,1,NA,0.333333333,0.142857143,0.833333333,c(-1144094.9411938, 2152430.60564186),Large (>62 km),Cool
106,3382,106,Blacks Fork,1.404,Wyoming,234589,0,1903.02,0.5,0.00133922,212.57,7072.93,1280461,0.219422,62,18.5,19.6,20.42,81,85,8.998304734,0.30922264,1,143.39,4,4,0,0.75,0.75,0.999,0.666666667,0,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009622906,GREEN,0.999,0.666666667,NA,NA,M,0.383598626,0,274370.7871,0.248976648,106,9,SNETWORK (9 3382 274370.787073571 0.383598626123695 106 106),0.716787882,XL,1,0.666666667,NA,0.75,NA,0.666666667,c(-1150310.41356012, 2150642.35304936),Large (>62 km),Cool
107,3384,107,Hams Fork,1.404,Wyoming,235357,0,1908.97,0,0.0009331,213.67,1610.23,1278903,0.379624,62,19.4,20.52,21.37,143,33,1.586693744,0.25697128,0,12.821,3,7,1,0.666666667,0.666666667,NA,0.666666667,1,8,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045401408,GREEN,0.999,0.666666667,NA,NA,M,0.01235791,0,279261.0966,0.056847355,107,9,SNETWORK (9 3384 279261.096606513 0.0123579104835991 107 107),0.739624249,XL,NA,0.666666667,NA,0.666666667,NA,0.818181818,c(-1152457.52021818, 2149580.55023832),Smaller (<62 km),Cool
108,3384,108,Hams Fork,1.404,Wyoming,235356,0,1908.74,15.92,0.0009331,213.67,1610.23,1279208,0.379624,62,19.01,20.12,20.96,144,33,1.586693744,0.25697128,0,12.821,9,-1,-2,0.5,0.555555556,0.5,0.5,0,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012304851,GREEN,0.666666667,0.5,NA,0.001,M,0.188671659,0,280075.5513,0.056847355,108,9,SNETWORK (9 3384 280075.551339014 0.188671659476157 108 108),0.75904242,XL,0.5,0.5,NA,0.5,0.666666667,0.583333333,c(-1152798.70238647, 2149936.64868621),Smaller (<62 km),Cool
109,3387,109,Hams Fork,1.404,Wyoming,235349,0,1918.15,15.66,0.00141463,214.6,1605.08,1281741,0.38084,62,18.96,20.07,20.9,153,15,1.585260549,0.25678129,0,12.821,7,4,3,0.999,0.857142857,NA,0.999,1,5,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000918071,GREEN,0.999,0.999,NA,NA,M,0.878316127,2.3283064365387e-10,287068.1784,0.056847355,109,9,SNETWORK (9 3387 287068.178376242 0.8783161269703 109 109),0.7476303,S,NA,1,NA,1,0.833333333,0.5,c(-1155459.24869478, 2153066.535543),Smaller (<62 km),Cool
110,3398,110,Hams Fork,1.404,Wyoming,239223,0,2010.68,15.88,0.002109,231.33,1189.64,1299236,0.506346,63,18.51,19.6,20.43,145,44,1.418279554,0.22926143,1,8.409,3,4,-1,0.666666667,0.666666667,0.999,0.5,0,5,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032944408,GREEN,0.999,0.5,NA,NA,M,0.700334612,0,350813.7733,0.056847355,110,9,SNETWORK (9 3398 350813.773319407 0.700334612326575 110 110),0.774969701,XL,1,0.5,NA,0.666666667,NA,0.75,c(-1173564.23913347, 2174774.3858998),Smaller (<62 km),Cool
111,3401,111,Hams Fork,1.404,Wyoming,239244,0,2023.63,25.13,0.00140222,239.49,1166.69,1297221,0.516308,63,18.3,19.39,20.22,146,52,1.407655817,0.22743058,1,20.954,6,1,-2,0.6,0.666666667,0.5,0.999,0,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052086909,GREEN,0.666666667,0.5,NA,0.001,M,0.288144775,0,359851.838,0.056847355,111,9,SNETWORK (9 3401 359851.838018481 0.288144775194981 111 111),0.774472724,XL,0.5,1,NA,0.6,1,0.555555556,c(-1177321.1745, 2173604.59449999),Smaller (<62 km),Cool
112,3406,112,Hams Fork,1.404,Wyoming,239159,0,2083.31,30.28,0.00170436,269.8,1036.12,1293718,0.579893,63,17.99,19.07,19.89,142,33,1.327542805,0.21143757,1,47.915,9,0,-3,0.5,0.666666667,0.75,0.001,1,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013837638,GREEN,0.666666667,0.333333333,NA,0.001,M,0.606921169,0,400473.8885,0.056847355,112,9,SNETWORK (9 3406 400473.888527125 0.60692116871961 112 112),0.759581819,XL,0.75,0,NA,0.5,1,0.5,c(-1194896.20731343, 2173478.09906151),Smaller (<62 km),Cool
113,3409,113,Willow Creek,1.404,Wyoming,241254,0,2118.34,6.54,0.00671552,306.36,168.61,1304576,0.018148,65,16.17,17.21,17.99,25,10,0.108636709,0.62373842,1,47.915,8,-2,-2,0.5,0.625,0.666666667,0.001,1,1,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005161588,GREEN,0.666666667,NA,NA,0.5,M,0.063719254,0,416078.5447,0.056847355,113,9,SNETWORK (9 3409 416078.544699977 0.0637192537339464 113 113),0.738503033,S,0.666666667,0,NA,0.5,0.75,0.444444444,c(-1193572.32305843, 2184195.66718757),Smaller (<62 km),Cool
114,3410,114,Blacks Fork,1.404,Wyoming,234469,0,1908.75,0,1e-05,213.44,5442.14,1278285,0.172024,62,17.6,18.67,19.48,77,15,7.405992957,0.32357136,1,143.39,8,0,1,0.999,0.875,0.999,0.999,0,1,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000280568,GREEN,0.999,0.999,NA,NA,M,0.525170107,0,280579.7355,0.192129292,114,9,SNETWORK (9 3410 280579.735530417 0.52517010735673 114 114),0.717145459,S,1,1,NA,1,0.8,0.222222222,c(-1153034.00079419, 2148838.90415913),Large (>62 km),Cool
115,3414,115,Blacks Fork,1.404,Wyoming,235136,0,1912.9,0,0.00112856,215.03,5250.23,1279362,0.176906,62,17.4,18.47,19.28,83,15,7.346375894,0.32118171,1,143.39,10,0,0,0.999,0.9,0.999,0.999,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030803597,GREEN,0.999,0.999,NA,NA,M,0.804985369,0,291523.2758,0.192129292,115,9,SNETWORK (9 3414 291523.275750367 0.80498536874706 115 115),0.693430306,S,1,1,NA,1,0.833333333,0.181818182,c(-1159979.93096523, 2151566.62621465),Large (>62 km),Cool
116,3418,116,Blacks Fork,1.404,Wyoming,234981,0,1919.65,0,1e-05,212.33,4839.15,1278414,0.190484,61,17.26,18.33,19.13,85,16,7.151325933,0.31288682,1,143.39,5,-1,0,0.5,0.2,0.001,0.999,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039419653,GREEN,0.5,0.999,NA,NA,M,0.822178547,0,298763.4604,0.192129292,116,9,SNETWORK (9 3418 298763.460407443 0.822178546512484 116 116),0.730563637,M,0,1,NA,0.5,0,0.875,c(-1163829.03331013, 2151170.88577276),Large (>62 km),Cool
117,3422,117,Blacks Fork,1.404,Wyoming,234749,0,1921,0,0.00073558,214.52,4802.46,1276103,0.190309,61,17.11,18.17,18.97,76,15,7.138726741,0.31242516,1,143.39,4,5,2,0.999,0.999,0.999,0.999,0,5,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036819359,GREEN,0.999,0.999,NA,NA,M,0.374702672,0,307761.8198,0.192129292,117,9,SNETWORK (9 3422 307761.81983105 0.374702672153793 117 117),0.697375756,S,1,1,NA,1,1,0.555555556,c(-1169694.95559056, 2150158.32228056),Large (>62 km),Cool
118,3428,118,Blacks Fork,1.404,Wyoming,233408,0,1932.39,1.62,3.96e-05,211.3,2265.5,1270177,0.271728,59,18.39,19.48,20.3,78,15,5.661872882,0.24626865,1,143.39,6,-3,-1,0.5,0.333333333,0.001,0.999,0,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000787554,GREEN,0.001,0.999,NA,NA,,0.545535813,0,324430.192,0.091732537,118,9,SNETWORK (9 3428 324430.191999364 0.545535812945086 118 118),0.746242422,S,0,1,NA,0.5,0.25,0.714285714,c(-1168018.66078022, 2143692.13120189),Large (>62 km),Cool
119,3438,119,Blacks Fork,1.404,Wyoming,231278,0,1951.97,0.68,0.00175831,210.48,2048.11,1259767,0.291737,59,18.35,19.44,20.26,80,50,5.583230023,0.2402863,1,143.39,4,2,-1,0.666666667,0.75,0.999,0.001,0,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033504626,GREEN,0.999,0.001,NA,NA,M,0.07852363,2.3283064365387e-10,343820.2002,0.091732537,119,9,SNETWORK (9 3438 343820.20023923 0.0785236300198371 119 119),0.754715154,XL,1,0,NA,0.666666667,1,0.571428571,c(-1171982.84916762, 2134105.23915474),Large (>62 km),Cool
120,3440,120,Blacks Fork,1.404,Wyoming,231006,0,1962.07,9.42,0.00176445,215.44,840.47,1256126,0.394495,59,17.93,19.01,19.82,79,15,3.566585685,0.21536605,1,143.39,8,0,2,0.5,0.625,0.999,0.001,0,3,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006066459,GREEN,0.999,0.666666667,NA,NA,M,0.814657282,0,352136.4031,0.037948959,120,9,SNETWORK (9 3440 352136.403135645 0.814657281701412 120 120),0.784236364,S,1,0,NA,0.5,0.666666667,0.545454545,c(-1175332.85365401, 2130675.67071862),Large (>62 km),Cool
121,3445,121,Blacks Fork,1.404,Wyoming,230276,0,1995.53,6.98,0.00272389,225.83,749.15,1251360,0.440422,55,18.06,19.15,19.97,87,54,3.534516431,0.21073486,1,9.678,5,0,-3,0.25,0.4,0.333333333,0.001,1,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020669773,GREEN,0.333333333,0.001,NA,0.001,M,0.938133214,0,370203.3265,0.037948959,121,9,SNETWORK (9 3445 370203.326451035 0.938133213935514 121 121),0.786509088,XL,0.333333333,0,NA,0.25,1,0.75,c(-1185824.82684188, 2127842.13142633),Smaller (<62 km),Cool
122,3451,122,Blacks Fork,1.404,Wyoming,228375,0,2064.22,27.72,0.01078319,241.12,566.52,1244483,0.43974,56,16.92,17.98,18.78,75,15,3.434238422,0.19466656,1,7.559,6,0,0,0.999,0.999,0.999,NA,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016297649,GREEN,0.999,NA,NA,0.999,M,0.596112229,0,383245.8815,0.037948959,122,9,SNETWORK (9 3451 383245.881499932 0.596112228690945 122 122),0.836854552,S,1,NA,NA,1,1,0.001,c(-1191466.19952531, 2122161.04535278),Smaller (<62 km),Cool
123,3456,123,Smiths Fork,1.404,Wyoming,230055,0,1966.92,0,0.00253672,217.28,1156.67,1254699,0.228683,60,17.94,19.02,19.83,5,15,1.99961525,0.27248168,0,52.748,7,2,1,0.666666667,0.714285714,0.999,0.001,0,4,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025595569,GREEN,0.999,0.666666667,NA,NA,M,0.413608326,0,353326.7248,0.053783578,123,9,SNETWORK (9 3456 353326.724833078 0.413608325717994 123 123),0.712478788,S,1,0,NA,0.666666667,0.75,0.545454545,c(-1174599.21372831, 2128910.40039388),Smaller (<62 km),Cool
124,3460,124,Smiths Fork,1.404,Wyoming,229103,0,1982.28,0,0.00165164,223.4,784.97,1247829,0.334561,60,17.9,18.98,19.8,3,15,1.827407047,0.25109601,0,52.748,5,2,-1,0.5,0.8,0.999,0.001,0,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022171805,GREEN,0.999,0.001,NA,NA,M,0.835632149,1.86264514923096e-09,364848.1514,0.053783578,124,9,SNETWORK (9 3460 364848.151380928 0.835632148855777 124 124),0.71248,S,1,0,NA,0.5,1,0.5,c(-1177133.8625372, 2122556.16519114),Smaller (<62 km),Cool
