"pointid","xcoord","ycoord"
1598,-1207127.9193,2145330.82800001
1599,-1158487.8756,2206605.4923
1600,-1125297.9457,2292768.70180001
1601,-1125401.9037,2291644.9157
1602,-1160078.1926,2214547.6007
1603,-1125402.5668,2291466.7823
1604,-1125403.6007,2291598.66550001
1605,-1130249.8717,2067949.5036
1606,-1129157.8759,2068747.5026
1607,-1135806.5025,2071180.3669
1608,-1132013.8745,2068243.49749999
1609,-1131593.8779,2068537.4931
1610,-1123025.8778,2068565.50300001
1611,-1119861.8711,2068775.49700001
1612,-1125152.6222,2069834.8698
1613,-1136759.873,2073017.4936
1614,-1135261.8788,2072149.5036
1615,-1132279.8701,2075383.4928
1616,-1133997.1735,2075258.1119
1617,-1134028.3065,2075230.8679
1618,-1052947.7555,2062796.6727
1619,-1052755.6323,2062789.0644
1620,-1135131.3698,2074837.49469999
1621,-1053838.8649,2063962.2616
1622,-1052244.4035,2061785.3881
1623,-1051514.6543,2060610.3295
1624,-1135279.3455,2074809.4923
1625,-1128079.8796,2076685.4918
1626,-1128850.3744,2075548.7544
1627,-1108675.8754,2066745.5003
1628,-1108409.8727,2066731.4948
1629,-1131187.8764,2075747.49579999
1630,-1131942.8541,2075509.50080001
1631,-1053042.0098,2068077.5043
1632,-1053652.9389,2066758.83549999
1633,-1132087.8052,2075509.50219999
1634,-1052807.0466,2069185.6712
1635,-1053605.1219,2066641.3485
1636,-1053701.1125,2066607.67350001
1637,-1054144.5354,2065610.22379999
1638,-1054249.3385,2064864.6033
1639,-1131770.0473,2068439.1442
1640,-1053906.8989,2064384.7527
1641,-1123235.8724,2068719.4949
1642,-1122829.8784,2069797.49200001
1643,-1131682.0485,2068512.3083
1644,-1118047.969,2068857.06989999
1645,-1117607.7352,2068422.06019999
1646,-1122941.8787,2070007.4922
1647,-1053303.2561,2059244.9465
1648,-1053380.7954,2059064.11659999
1649,-1054937.7734,2058290.39250001
1650,-1055520.0677,2057603.3919
1651,-1056938.3859,2056668.9563
1652,-1057683.7621,2056339.6202
1653,-1118069.8703,2068873.49600001
1654,-1117600.8746,2068376.4977
1655,-1116235.8722,2067053.4977
1656,-1058139.7568,2055209.352
1657,-1056569.2291,2053100.2394
1658,-1114919.872,2066591.50100001
1659,-1110803.8795,2067109.4982
1660,-1123059.5444,2070195.16029999
1661,-1122951.409,2070064.7345
1662,-1115535.8784,2066451.4934
1663,-1109942.8702,2067018.4964
1664,-1109074.8759,2066654.5009
1665,-1078547.8734,2050995.4967
1666,-1078326.2464,2050969.43020001
1667,-1078897.8739,2050701.4953
1668,-1077931.8731,2050785.4997
1669,-1077756.8696,2049434.5044
1670,-1076790.8723,2045388.4955
1671,-1076713.8772,2044947.4987
1672,-1075642.8779,2045374.494
1673,-1076797.8719,2046697.4992
1674,-1077049.8706,2046501.4969
1675,-1082313.8729,2054327.5023
1676,-1081641.8766,2053641.5051
1677,-1087129.8751,2054719.4956
1678,-1086653.8749,2054369.5015
1679,-1081130.6767,2052392.01259999
1680,-1081109.6848,2052368.21880001
1681,-1079989.8742,2051653.5012
1682,-1080360.8755,2050456.499
1683,-1079436.8755,2049966.4997
1684,-1084049.8319,2054172.4222
1685,-1085071.8725,2053697.4922
1686,-1084931.8718,2053753.49310001
1687,-1086583.8718,2054341.4975
1688,-1056636.8525,2051757.85339999
1689,-1056784.4274,2050596.6627
1690,-1056385.3793,2048734.4749
1691,-1108052.8749,2066346.4992
1692,-1108017.8736,2066311.5002
1693,-1107233.872,2066619.5012
1694,-1105637.8714,2066465.49929999
1695,-1104783.8734,2066241.50309999
1696,-1103579.8756,2065289.50550001
1697,-1095508.8787,2061656.5019
1698,-1094759.8723,2061355.50210001
1699,-1094325.8713,2060837.4985
1700,-1095725.8754,2060305.5033
1701,-1095725.8737,2060137.49440001
1702,-1095473.8764,2059871.4977
1703,-1094465.8708,2060445.504
1704,-1090349.8789,2056861.49490001
1705,-1090251.8768,2056931.4927
1706,-1093968.874,2056910.5044
1707,-1101536.6611,2063160.0786
1708,-1100247.8781,2063119.50020001
1709,-1100135.8763,2063217.4963
1710,-1099526.8768,2063462.49919999
1711,-1098273.8793,2063721.49459999
1712,-1095473.8722,2063903.4985
1713,-1095236.6254,2063960.9984
1714,-1060462.9109,2045087.7301
1715,-1060528.2631,2044845.8069
1716,-1096383.9976,2063625.36980001
1717,-1058504.3404,2046301.68110001
1718,-1095053.8756,2063315.4994
1719,-1062025.8074,2043373.7904
1720,-1063768.6639,2042295.3999
1721,-1063797.8684,2041487.82110001
1722,-1063382.9131,2041075.7203
1723,-1063935.319,2040079.6204
1724,-1064925.5984,2039247.9834
1725,-1097741.8766,2063875.50349999
1726,-1056738.4177,2048621.44289999
1727,-1056809.6472,2048563.7718
1728,-1077189.8774,2047915.497
1729,-1076517.877,2047607.4969
1730,-1057362.0286,2047358.45
1731,-1058272.9652,2046493.0078
1732,-1077812.8713,2048398.4978
1733,-1058334.0669,2046359.0385
1734,-1072514.8592,2046055.3938
1735,-1072844.1005,2045877.94110001
1736,-1088998.8705,2057064.5001
1737,-1073388.9709,2046691.6291
1738,-1074206.5448,2047183.123
1739,-1094521.8768,2056945.49520001
1740,-1094451.8788,2056875.4993
1741,-1094395.8772,2057645.494
1742,-1065530.5414,2039517.8148
1743,-1066815.8677,2041050.64850001
1744,-1135430.7893,2080695.4665
1745,-1134155.8753,2079583.4917
1746,-1135952.2209,2080771.0949
1747,-1135564.1067,2080714.8004
1748,-1133525.8757,2079121.49239999
1749,-1127463.8779,2078967.5026
1751,-1075612.4731,2045399.5682
1752,-1127841.8753,2078925.496
1753,-1132391.8702,2078505.4911
1754,-1130883.3824,2075755.6603
1755,-1131134.5455,2075783.05360001
1756,-1108157.8837,2066535.5006
1757,-1075612.1282,2045412.4595
1758,-1075488.9462,2047192.4855
1759,-1132503.8738,2078589.4985
1760,-1071280.7317,2044219.579
1761,-1074451.3042,2047177.7163
1762,-1075565.8795,2043197.49240001
